company_id,company_name,notice_type,title,body,contract_id,employee_id,employee_name,contract_end,days_until_expiry,sent_at,sent_by,is_read,read_at,id,gs_project_id,gs_table_name,created_at,updated_at,_rid,_self,_etag,_attachments,_ts
comp05,그린에너지 주식회사,general,test,test 메시지입니다.,,,,,0,2026-05-21T05:41:59.997Z,admin,false,,357f3b2f-5124-44ea-83ba-53dc40dda8e7,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,company_notices,1779342052548,1779352570860,pBtjAL8RWCfcn9sAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCfcn9sAAAAAAA==/,"""0c0393dd-0000-0800-0000-6a0ec3fa0000""",attachments/,1779352570
comp05,그린에너지 주식회사,leave_promotion,[연차 사용촉진 통보] 강신재생 — 2026년 잔여 15일,"안녕하세요, 정에너지 사장님.

소속 직원에게 연차 사용촉진 통지를 발송하였음을 안내드립니다.

■ 대상 직원  : 강신재생
■ 발송 일시  : 2026년 5월 21일
■ 발송 방법  : 카카오 알림톡
■ 2026년 잔여 연차: 15일 (사용기한: 2026-12-31)

해당 직원이 기한 내 연차를 미사용할 경우, 「근로기준법」 제61조에 따라 미사용 연차수당 지급 의무가 소멸될 수 있습니다.
자세한 사항은 담당 노무사 관리자 님 접속 중에게 문의하시기 바랍니다.",con05_07,emp05_07,강신재생,,0,2026-05-21T02:19:58.260Z,admin,true,1779330110637,13932887-1fe2-4210-bdb6-884de1b2d0b6,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,company_notices,1779329998856,1779352571955,pBtjAL8RWCcmjdsAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCcmjdsAAAAAAA==/,"""0c03d3dd-0000-0800-0000-6a0ec3fb0000""",attachments/,1779352571
comp03,서울식품 유한회사,payslip_individual_sent,5월 급여명세서 발송 완료,2026년 5월분 급여명세서 발송이 완료되었습니다. 직원분들께 정상 전달되었는지 확인 부탁드립니다.,,,,,,2026-05-10T10:00:00.000Z,마스터관리자,false,,notice_comp03_002,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,company_notices,1779281909741,1779351160260,pBtjAL8RWCfHpdoAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCfHpdoAAAAAAA==/,"""0b03dfeb-0000-0800-0000-6a0ebe780000""",attachments/,1779351160
comp03,서울식품 유한회사,general,[공지] 2025년 최저임금 안내,"2025년 적용 최저임금이 시간급 10,030원으로 확정되었습니다. 근로계약서 및 급여 책정 시 반드시 반영하여 주시기 바랍니다.",,,,,,2026-05-01T09:00:00.000Z,마스터관리자,false,,notice_comp03_001,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,company_notices,1779281909741,1779351161143,pBtjAL8RWCfGpdoAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCfGpdoAAAAAAA==/,"""0b030dec-0000-0800-0000-6a0ebe790000""",attachments/,1779351161
comp06,테크솔루션 주식회사,general,[공지] 2025년 최저임금 안내,"2025년 적용 최저임금이 시간급 10,030원으로 확정되었습니다. 근로계약서 및 급여 책정 시 반드시 반영하여 주시기 바랍니다.",,,,,,2026-05-01T09:00:00.000Z,마스터관리자,false,,notice_comp06_001,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,company_notices,1779281909741,1779351161973,pBtjAL8RWCfFpdoAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCfFpdoAAAAAAA==/,"""0b033aec-0000-0800-0000-6a0ebe790000""",attachments/,1779351161
comp01,주식회사 한울테크,payslip_individual_sent,5월 급여명세서 발송 완료,2026년 5월분 급여명세서 발송이 완료되었습니다. 직원분들께 정상 전달되었는지 확인 부탁드립니다.,,,,,,2026-05-10T10:00:00.000Z,마스터관리자,true,1779359919014,notice_comp01_002,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,company_notices,1779281909741,1779359919881,pBtjAL8RWCfEpdoAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCfEpdoAAAAAAA==/,"""1103d274-0000-0800-0000-6a0ee0af0000""",attachments/,1779359919
comp01,주식회사 한울테크,general,[공지] 2025년 최저임금 안내,"2025년 적용 최저임금이 시간급 10,030원으로 확정되었습니다. 근로계약서 및 급여 책정 시 반드시 반영하여 주시기 바랍니다.",,,,,,2026-05-01T09:00:00.000Z,마스터관리자,true,1779359919014,notice_comp01_001,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,company_notices,1779281909741,1779359919936,pBtjAL8RWCfDpdoAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCfDpdoAAAAAAA==/,"""1103d474-0000-0800-0000-6a0ee0af0000""",attachments/,1779359919
comp05,그린에너지 주식회사,contract_expiry,[계약만료 D-14] 이그린 님 계약 만료 예정,이그린 님의 근로계약이 14일 후 만료됩니다. 갱신 여부를 확인하시고 필요 시 새 계약서를 작성해 주세요.,,,이그린,,,2026-05-06T09:00:00.000Z,마스터관리자,true,1779330130754,notice_comp05_002,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,company_notices,1779281909741,1779351168567,pBtjAL8RWCfCpdoAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCfCpdoAAAAAAA==/,"""0b036eed-0000-0800-0000-6a0ebe800000""",attachments/,1779351168
comp_draft_001,스마트로지스 주식회사,general,[공지] 2025년 최저임금 안내,"2025년 적용 최저임금이 시간급 10,030원으로 확정되었습니다. 근로계약서 및 급여 책정 시 반드시 반영하여 주시기 바랍니다.",,,,,,2026-05-01T09:00:00.000Z,마스터관리자,false,,notice_comp_draft_001_001,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,company_notices,1779281909741,1779351169260,pBtjAL8RWCfBpdoAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCfBpdoAAAAAAA==/,"""0b0388ed-0000-0800-0000-6a0ebe810000""",attachments/,1779351169
comp02,미래건설 주식회사,contract_expiry,[계약만료 D-30] 박건설 님 계약 만료 예정,박건설 님의 근로계약이 30일 후 만료됩니다. 갱신 여부를 확인하시고 필요 시 새 계약서를 작성해 주세요.,,,박건설,,,2026-05-15T09:00:00.000Z,마스터관리자,false,,notice_comp02_002,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,company_notices,1779281909741,1779351170309,pBtjAL8RWCfApdoAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCfApdoAAAAAAA==/,"""0b03beed-0000-0800-0000-6a0ebe820000""",attachments/,1779351170
comp02,미래건설 주식회사,general,[공지] 2025년 최저임금 안내,"2025년 적용 최저임금이 시간급 10,030원으로 확정되었습니다. 근로계약서 및 급여 책정 시 반드시 반영하여 주시기 바랍니다.",,,,,,2026-05-01T09:00:00.000Z,마스터관리자,false,,notice_comp02_001,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,company_notices,1779281909741,1779351171878,pBtjAL8RWCe-pdoAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCe-pdoAAAAAAA==/,"""0b0309ee-0000-0800-0000-6a0ebe830000""",attachments/,1779351171
comp05,그린에너지 주식회사,general,[공지] 2025년 최저임금 안내,"2025년 적용 최저임금이 시간급 10,030원으로 확정되었습니다. 근로계약서 및 급여 책정 시 반드시 반영하여 주시기 바랍니다.",,,,,,2026-05-01T09:00:00.000Z,마스터관리자,true,1779330153396,notice_comp05_001,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,company_notices,1779281909741,1779351172989,pBtjAL8RWCe+pdoAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCe+pdoAAAAAAA==/,"""0b0339ee-0000-0800-0000-6a0ebe840000""",attachments/,1779351172
comp06,테크솔루션 주식회사,payslip_individual_sent,5월 급여명세서 발송 완료,2026년 5월분 급여명세서 발송이 완료되었습니다. 직원분들께 정상 전달되었는지 확인 부탁드립니다.,,,,,,2026-05-10T10:00:00.000Z,마스터관리자,false,,notice_comp06_002,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,company_notices,1779281909741,1779351180537,pBtjAL8RWCe9pdoAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCe9pdoAAAAAAA==/,"""0b03b2ef-0000-0800-0000-6a0ebe8c0000""",attachments/,1779351180
comp04,동방물류 주식회사,contract_expiry,[계약만료 예정] 김계약 계약직 — D-11,"안녕하세요, 최물류 사장님.

소속 직원의 근로계약 만료일이 다가와 안내드립니다.
조속히 갱신 또는 종료 여부를 확인해 주시기 바랍니다.

■ 직원명: 김계약
■ 고용형태: 계약직
■ 계약 만료일: 2026년 5월 31일 (D-11)

담당 노무사에게 갱신 여부를 확인해 주세요.

※ 「기간제 및 단시간근로자 보호 등에 관한 법률」에 따른 사전 통지",con04_t8,emp04_t8,김계약,2026-05-31,11,2026-05-20T12:37:44.669Z,admin,false,,977c3c82-2888-4d42-8edc-0f0101879261,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,company_notices,1779280666506,1779352573266,pBtjAL8RWCesmdoAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCesmdoAAAAAAA==/,"""0c0304de-0000-0800-0000-6a0ec3fd0000""",attachments/,1779352573
comp04,동방물류 주식회사,contract_expiry,[계약만료 예정] 김계약 계약직 — D-11,"안녕하세요, 최물류 사장님.

소속 직원의 근로계약 만료일이 다가와 안내드립니다.
조속히 갱신 또는 종료 여부를 확인해 주시기 바랍니다.

■ 직원명: 김계약
■ 고용형태: 계약직
■ 계약 만료일: 2026년 5월 31일 (D-11)

담당 노무사에게 갱신 여부를 확인해 주세요.

※ 「기간제 및 단시간근로자 보호 등에 관한 법률」에 따른 사전 통지",con04_t8,emp04_t8,김계약,2026-05-31,11,2026-05-20T12:37:11.989Z,admin,false,,21a352b1-e527-4def-8ea1-51e1249b80df,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,company_notices,1779280632939,1779352574474,pBtjAL8RWCdlmdoAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCdlmdoAAAAAAA==/,"""0c0337de-0000-0800-0000-6a0ec3fe0000""",attachments/,1779352574
comp04,동방물류 주식회사,contract_expiry,[계약만료 예정] 김계약 계약직 — D-11,"안녕하세요, 최물류 사장님.

소속 직원의 근로계약 만료일이 다가와 안내드립니다.
조속히 갱신 또는 종료 여부를 확인해 주시기 바랍니다.

■ 직원명: 김계약
■ 고용형태: 계약직
■ 계약 만료일: 2026년 5월 31일 (D-11)

담당 노무사에게 갱신 여부를 확인해 주세요.

※ 「기간제 및 단시간근로자 보호 등에 관한 법률」에 따른 사전 통지",con04_t8,emp04_t8,김계약,2026-05-31,11,2026-05-20T12:34:06.819Z,admin,false,,264548de-1d3c-4535-8429-b29a49cd50ea,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,company_notices,1779280447775,1779352575627,pBtjAL8RWCftltoAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCftltoAAAAAAA==/,"""0c036ade-0000-0800-0000-6a0ec3ff0000""",attachments/,1779352575
comp04,동방물류 주식회사,contract_expiry,[계약만료 예정] 김계약 계약직 — D-11,"안녕하세요, 최물류 사장님.

소속 직원의 근로계약 만료일이 다가와 안내드립니다.
조속히 갱신 또는 종료 여부를 확인해 주시기 바랍니다.

■ 직원명: 김계약
■ 고용형태: 계약직
■ 계약 만료일: 2026년 5월 31일 (D-11)

담당 노무사에게 갱신 여부를 확인해 주세요.

※ 「기간제 및 단시간근로자 보호 등에 관한 법률」에 따른 사전 통지",con04_t8,emp04_t8,김계약,2026-05-31,11,2026-05-20T12:26:28.346Z,admin,false,,1157f186-858f-476a-ba42-3841185eb11e,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,company_notices,1779279989086,1779352576559,pBtjAL8RWCcvltoAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCcvltoAAAAAAA==/,"""0c0399de-0000-0800-0000-6a0ec4000000""",attachments/,1779352576
comp04,동방물류 주식회사,contract_expiry,[계약만료 예정] 김계약 계약직 — D-11,"안녕하세요, 최물류 사장님.

소속 직원의 근로계약 만료일이 다가와 안내드립니다.
조속히 갱신 또는 종료 여부를 확인해 주시기 바랍니다.

■ 직원명: 김계약
■ 고용형태: 계약직
■ 계약 만료일: 2026년 5월 31일 (D-11)

담당 노무사에게 갱신 여부를 확인해 주세요.

※ 「기간제 및 단시간근로자 보호 등에 관한 법률」에 따른 사전 통지",con04_t8,emp04_t8,김계약,2026-05-31,11,2026-05-20T12:25:06.291Z,admin,false,,2a73a6a6-397b-4602-a714-243bec449d14,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,company_notices,1779279907112,1779352578324,pBtjAL8RWCcmltoAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCcmltoAAAAAAA==/,"""0c0302df-0000-0800-0000-6a0ec4020000""",attachments/,1779352578
